asset_id,total_energy,average_power,average_temperature,average_humidity,average_pressure,average_vibration,total_faults,health_score,risk_level
ASSET000125,799.2938567274979,7.992938567274979,24.577991953483878,62.071000000000005,996.0848,2.0783278927780966,14,62.03,Medium
ASSET000126,764.1018768368098,7.641018768368098,25.452199999999998,58.7008,1002.5337,1.2325,0,93.39,Low
ASSET000127,851.8831810704471,8.518831810704471,30.2277,63.284800000000004,1006.0951,1.9033010058390019,2,81.26,Low
ASSET000128,920.5699999999999,9.2057,28.94344360679021,48.349,1003.9671000000001,1.8502,0,86.81,Low
ASSET000129,738.5873154766805,7.385873154766805,30.6936,63.937200000000004,1012.5498,2.0695628437245692,1,81.96,Low
ASSET000130,991.9,9.919,25.3351,63.7292,1012.2091,1.8703,0,90.31,Low
ASSET000131,598.85,5.9885,25.5317,47.35,1011.7038,1.248077475247316,1,91.23,Low
ASSET000132,850.28,8.5028,27.715700000000002,46.7988,1013.8842999999999,1.0461,0,92.05,Low
ASSET000133,1155.47,11.5547,26.0992,50.907799999999995,1013.6199,1.4490631243783796,1,89.66,Low
ASSET000134,610.97,6.1097,24.10467915038308,61.6297,997.6773,1.7336,0,92.23,Low
ASSET000135,899.2544060703252,8.992544060703253,24.827277790036423,60.7959,1003.6667,1.9581728069887725,1,88.38,Low
ASSET000136,882.92,8.8292,26.925821615783942,46.823,1012.913,1.3933000000000002,0,91.11,Low
ASSET000137,1007.9,10.079,31.0088,53.91439999999999,1005.9326,2.1483000000000003,0,83.25,Low
ASSET000138,758.7,7.587000000000001,25.772899906389938,61.863,1003.6246000000001,1.2742,0,92.86,Low
ASSET000139,746.3096637944236,7.463096637944236,28.633499999999998,57.294200000000004,1003.0486,1.8957,0,86.89,Low
ASSET000140,997.5101584217048,9.975101584217049,27.727020232605142,50.573100000000004,999.6826,1.8034000000000001,0,88.26,Low
ASSET000141,901.26,9.012599999999999,31.697512755495328,51.9101,1004.1822,1.9069591173249218,1,81.77,Low
ASSET000142,696.2196749405739,6.962196749405739,23.990752589153722,55.3157,1012.5116,1.9731999999999998,0,91.14,Low
ASSET000143,892.1829412906151,8.92182941290615,26.560468569792775,62.243599999999994,1005.2272,2.1812,20,47.53,High
ASSET000144,920.65,9.2065,32.46347237880209,48.421499999999995,999.9175,1.9940765217182517,1,80.57,Low
ASSET000145,1054.25,10.5425,28.080175879407488,45.437799999999996,1013.8853,1.8004229611109759,3,81.92,Low
ASSET000146,918.97,9.1897,24.787936868698342,47.8775,996.4402,1.9760134564806144,0,90.33,Low
ASSET000147,827.5353726725425,8.275353726725426,27.2219,49.4995,1001.2458,1.4349,0,90.6,Low
ASSET000148,698.63,6.9863,26.1542,63.224700000000006,1007.2632000000001,1.2543329964474668,2,88.57,Low
ASSET000149,813.7459449294435,8.137459449294434,24.4837,58.4507,1007.9421000000001,1.5013999999999998,0,93.01,Low
ASSET000150,1093.85,10.9385,28.830259780700615,48.4413,995.1225999999999,2.0772,0,85.78,Low
ASSET000151,689.6244022387035,6.896244022387035,28.563699999999997,54.5175,1002.7805999999999,2.0062,5,76.41,Medium
ASSET000152,705.7,7.057,27.145824352410013,59.523900000000005,996.9621000000001,1.8752000000000002,0,88.48,Low
ASSET000153,944.9399999999999,9.449399999999999,25.5321,51.3737,1009.6992999999999,2.0009277025109053,1,87.46,Low
ASSET000154,1046.860871876784,10.46860871876784,29.864702919144932,62.2925,1007.1558,1.2344368784684345,1,86.96,Low
ASSET000155,1008.6607659397442,10.086607659397442,26.0645,58.722699999999996,996.8889,2.0336,0,88.77,Low
ASSET000156,984.22,9.8422,27.171,59.33560000000001,1000.7976,1.5198284718244301,1,88.23,Low
ASSET000157,757.72,7.5772,29.94002616110856,48.3392,995.0947,1.7613484888176976,1,84.25,Low
ASSET000158,721.62,7.2162,31.537942824842112,59.441,1004.9997999999999,2.1365052218228904,2,78.78,Medium
ASSET000159,831.95,8.3195,27.83759183365359,58.790200000000006,1011.6010000000001,1.8563,0,87.88,Low
ASSET000160,675.4096700655323,6.754096700655323,29.360994748148485,57.430699999999995,996.4964,1.3680469453191675,2,84.8,Low
ASSET000161,875.7784906186125,8.757784906186124,29.881500000000003,50.7999,1002.37,1.9424000000000001,0,85.41,Low
ASSET000162,771.2370805113877,7.712370805113877,31.25300876710672,49.7345,1007.1335,1.3082687739235066,1,85.21,Low
ASSET000163,892.1485076536985,8.921485076536985,30.554499999999997,55.6016,1011.076,1.7519309162333867,1,83.69,Low
ASSET000164,655.9472145155424,6.559472145155424,25.320999999999998,52.1778,1012.4572000000001,1.124294688997777,2,90.06,Low
ASSET000165,858.54,8.5854,27.558899999999998,64.36489999999999,995.1827000000001,1.7919,0,88.48,Low
ASSET000166,896.11,8.9611,27.1217,54.0494,1004.3594,1.3550506287713606,1,89.1,Low
ASSET000167,829.48,8.2948,24.342453441853895,62.5195,1013.6714999999999,1.3844,0,93.74,Low
ASSET000168,1036.17,10.3617,25.05910739082774,46.76390000000001,996.5556,1.9974,0,89.95,Low
ASSET000169,974.1167627396957,9.741167627396957,29.7605,57.7,998.8472,1.3223982447666665,1,86.63,Low
ASSET000170,1143.1065766726442,11.431065766726443,27.958056737355047,56.1286,1005.8644,1.6763,0,88.66,Low
ASSET000171,736.0055821553768,7.360055821553768,30.851317409562302,51.372,1000.7871,1.1952985500898439,1,86.17,Low
ASSET000172,767.4,7.6739999999999995,27.4,63.853699999999996,1013.388,1.9425,0,87.89,Low
ASSET000173,897.72,8.9772,24.705703908326946,60.323100000000004,1000.4025999999999,1.4387174095321291,2,89.1,Low
ASSET000174,687.85376403129,6.8785376403129,25.19805464590456,47.536,999.85,1.3881536617519776,1,90.86,Low
ASSET000175,981.2705587579602,9.812705587579602,26.9074,53.6137,1007.9516,1.5594,0,90.3,Low
ASSET000176,890.4249341528418,8.904249341528418,31.168400000000002,49.3807,1007.0223,1.9943,0,83.86,Low
ASSET000177,797.2111484759225,7.972111484759226,29.475527066791443,50.3618,1004.3556,1.5271000000000001,0,87.89,Low
ASSET000178,875.54,8.7554,28.233,45.7332,1008.2777000000001,1.9228,0,87.15,Low
ASSET000179,914.05,9.1405,25.2379,48.520900000000005,998.971,1.2702753912336946,4,85.41,Low
ASSET000180,816.79,8.1679,29.128498951689167,47.6048,1005.1092,1.2182,0,89.78,Low
ASSET000181,983.0894040134206,9.830894040134206,31.3131,62.6386,1003.6436,1.5923450055433461,2,81.73,Low
ASSET000182,734.47,7.3447000000000005,30.222213578910907,64.96350000000001,1004.1166000000001,1.8144459313193924,1,83.71,Low
ASSET000183,842.54,8.4254,26.559588610505443,60.7612,1006.3417,1.1945000000000001,0,92.47,Low
ASSET000184,765.52,7.6552,30.189022410460428,53.8012,1004.8267999999999,1.7396,0,86.11,Low
ASSET000185,1104.555751492345,11.04555751492345,26.762664137327224,46.4071,1006.7761999999999,1.6118999999999999,0,90.18,Low
ASSET000186,939.3,9.392999999999999,26.747589807796267,60.4292,1014.663,2.1399,3,81.55,Low
ASSET000187,881.188205403708,8.81188205403708,28.2516,63.0251,1009.2415,1.8211000000000002,0,87.64,Low
ASSET000188,942.0141249417169,9.420141249417169,28.7658,47.584300000000006,1005.3314,1.6864,0,87.8,Low
ASSET000189,985.77,9.8577,32.1081,49.023900000000005,1004.6861,1.6156023068270702,1,82.81,Low
ASSET000190,801.08,8.0108,32.2126,63.3482,1005.1415,1.9312,0,83.13,Low
ASSET000191,785.08,7.8508000000000004,28.2912,62.0417,999.2792,1.3253755225499242,1,88.08,Low
ASSET000192,940.3592767480937,9.403592767480937,32.2973,50.478199999999994,1011.1914,2.1699,11,59.85,High
ASSET000193,877.5866478519297,8.775866478519298,26.085300000000004,59.6514,1000.8371000000001,1.7268000000000001,0,90.28,Low
ASSET000194,755.11,7.5511,24.3812,49.6117,1005.0408,1.7479215856029569,1,89.88,Low
ASSET000195,705.0121932390554,7.050121932390554,29.9041,55.9084,1003.7186,1.6298627599250652,1,84.95,Low
ASSET000196,718.65,7.1865,29.2714,63.6642,1009.2941999999999,1.3543,0,88.96,Low
ASSET000197,868.0,8.68,31.556219447362093,64.7919,1007.1777000000001,1.6437946812491204,2,81.22,Low
ASSET000198,729.2836481373236,7.292836481373236,28.369242549912514,60.1442,1003.1599000000001,1.465189586867887,2,85.3,Low
ASSET000199,650.3111511159509,6.503111511159509,23.7494,57.8254,999.2402000000001,1.8166925624478893,2,88.17,Low
ASSET000200,783.83,7.8383,32.9353,56.0946,998.0428999999999,1.3429825122684407,1,83.35,Low
ASSET000201,879.2077914365537,8.792077914365537,31.499499999999998,64.38029999999999,999.6129,1.4930992303168693,2,82.04,Low
ASSET000202,1018.4799141850838,10.184799141850839,24.362800000000004,58.514700000000005,1006.6082000000001,1.8512224907517218,3,85.38,Low
ASSET000203,707.54,7.075399999999999,23.633699999999997,47.396800000000006,998.9076,1.2369076029828652,1,93.18,Low
ASSET000204,1063.83,10.6383,31.136599999999998,59.7702,1012.6316,1.9417,0,84.15,Low
ASSET000205,888.6034660405344,8.886034660405343,31.78748935376856,57.762100000000004,1002.8102,1.4082,0,86.17,Low
ASSET000206,884.8248043805036,8.848248043805036,27.658168729973617,49.569300000000005,996.1423,1.9237800738680428,28,31.72,High
ASSET000207,882.3794393175066,8.823794393175065,29.3534,47.4662,1009.4889,1.5366,0,87.96,Low
ASSET000208,767.7751899611363,7.677751899611363,24.230300000000003,50.9821,1003.7465,1.3384,0,94.08,Low
ASSET000209,951.75,9.5175,28.23228975074592,52.7915,1010.7881,1.9611194165154944,2,82.96,Low
ASSET000210,890.7006564174337,8.907006564174337,30.243170346489165,56.9343,1000.5192,1.9262315468308282,1,83.13,Low
ASSET000211,979.9681632644284,9.799681632644285,30.87,45.9393,996.5364,1.6144546815666658,2,82.06,Low
ASSET000212,751.82,7.5182,31.60852753751409,56.165600000000005,998.7172,1.9234,0,83.77,Low
ASSET000213,945.31,9.4531,26.6721,49.0532,997.078,1.9067031460831407,2,84.79,Low
ASSET000214,861.6110952653165,8.616110952653166,29.3888,62.3951,1007.2546000000001,1.7478816297252064,2,82.87,Low
ASSET000215,767.14,7.6714,31.408310311439394,50.5671,1003.1762,1.7114000000000003,0,85.03,Low
ASSET000216,816.96,8.1696,24.784699999999997,56.0366,1009.9611,2.1929,0,89.25,Low
ASSET000217,950.44,9.5044,27.511300000000002,60.948299999999996,1009.6125999999999,2.1149337146838145,1,84.91,Low
ASSET000218,1020.06,10.2006,29.7712,62.227,997.7792999999999,2.105879503569159,2,80.7,Low
ASSET000219,875.1155726469174,8.751155726469174,30.993608304860057,55.571000000000005,1009.7911,1.8700999999999999,0,84.66,Low
ASSET000220,622.81,6.2280999999999995,24.608578545655583,61.9392,1009.3711,1.5557845317601888,2,88.61,Low
ASSET000221,707.1440721671632,7.071440721671633,29.4694,51.048,1012.6351,1.163937838375372,1,87.71,Low
ASSET000222,723.0564211519434,7.230564211519433,26.467100000000002,54.081,1000.9138,1.7803413725941266,2,85.63,Low
ASSET000223,645.46,6.4546,25.2993,48.9173,999.5197000000001,1.9244893711041606,1,88.08,Low
ASSET000224,893.75,8.9375,25.58164530688101,48.835,1013.5408,1.3132,0,92.85,Low
ASSET000225,691.35,6.9135,29.9456,55.0418,1010.7857,1.0134999999999998,0,89.99,Low
ASSET000226,688.91,6.8891,31.0143,59.430699999999995,1005.0911,1.9931999999999999,0,84.02,Low
ASSET000227,677.9159113688952,6.7791591136889515,23.7117,57.5463,1004.7156,1.9568,0,91.5,Low
ASSET000228,732.35,7.3235,28.9558,52.708800000000004,1005.3353999999999,1.3063999999999998,0,89.51,Low
ASSET000229,970.7410290156893,9.707410290156893,26.117131920176448,60.4233,1009.3184,1.7199076183538387,1,88.28,Low
ASSET000230,674.4301457066395,6.744301457066395,30.7956,64.9488,1003.5025999999999,2.0075,0,84.17,Low
ASSET000231,777.9283459347567,7.7792834593475675,24.831,57.263000000000005,1000.8611999999999,1.5385,0,92.48,Low
ASSET000232,950.7976244566069,9.507976244566068,26.484242889956118,48.156099999999995,1010.1855,1.9084999999999999,0,88.97,Low
ASSET000233,969.68,9.6968,26.190192049309267,58.690799999999996,1000.3415,2.1802995812342947,1,85.91,Low
ASSET000234,782.5432750967673,7.825432750967673,26.582600000000003,56.0738,997.7049000000001,1.9280000000000002,0,88.78,Low
ASSET000235,806.7811467329722,8.067811467329722,24.71,57.8821,1001.2080000000001,1.6524131765514192,1,90.03,Low
ASSET000236,1024.59,10.245899999999999,28.5168,45.7234,997.933,2.308086138119994,19,46.94,High
ASSET000237,857.9,8.579,30.95823679945086,47.8557,1005.0658999999999,1.7063,0,85.51,Low
ASSET000238,767.1,7.671,24.851254515379328,53.157,1013.6962,1.7553999999999998,0,91.37,Low
ASSET000239,873.8282924336887,8.738282924336888,25.879099999999998,64.8703,1001.1357,1.2511,0,92.87,Low
ASSET000240,764.0158132328258,7.640158132328258,29.533,56.4029,1007.4860000000001,1.0469,0,90.23,Low
ASSET000241,941.174838183955,9.41174838183955,30.01801824742405,50.9097,1009.1267,1.8788999999999998,0,85.59,Low
ASSET000242,862.76,8.6276,33.14288867342198,64.2144,1008.1078,2.2473515378713755,1,78.62,Medium
ASSET000243,729.46,7.2946,24.479200000000002,51.055600000000005,1012.8463,1.329751276417064,1,91.87,Low
ASSET000244,990.16,9.9016,32.46348913776006,54.248400000000004,995.4717999999999,1.5610819887562386,1,82.73,Low
ASSET000245,753.8181854702393,7.538181854702393,28.618546971791424,54.3503,1005.9742,1.5693874913188663,2,84.53,Low
ASSET000246,782.050980097622,7.82050980097622,28.945939508745308,54.8015,1014.3363,1.4882987030836077,1,86.61,Low
ASSET000247,885.96,8.8596,32.36935491543099,56.03060000000001,995.6788,1.4208,0,85.53,Low
ASSET000248,1085.4113412840452,10.854113412840452,29.5644,53.1987,1005.8248,1.2544,0,89.16,Low
